customer_id,email,city,signup_date,channel
808,customer00808@example.com,Nakhon Ratchasima,2024-07-16,referral
809,customer00809@example.com,Chon Buri,2024-07-16,organic
810,customer00810@example.com,Udon Thani,2024-07-17,referral
811,customer00811@example.com,Bangkok,2024-07-17,ads
811,customer00811@example.com,Bangkok,2024-07-17,ads
812,customer00812@example.com,Bangkok,2024/07/17,organic
813,customer00813@example.com,Udon Thani,2024-07-17,ads
814,customer00814@example.com,Bangkok,2024/07/18,ads
815,customer00815@example.com,Chiang Mai,2024-07-18,ads
816,customer00816@example.com,Bangkok,2024-07-18,organic
817,,Phuket,18/07/2024,ads
818,customer00818@example.com,Khon Kaen,2024-07-19,ads
819,customer00819@example.com,BANGKOK,19/07/2024,referral
820,customer00820@example.com,,2024-07-19,organic
821,customer00821@example.com,Khon Kaen,2024-07-19,ads
822,customer00822@example.com,Hat Yai,19/07/2024,organic
823,customer00823@example.com,Bangkok,2024-07-19,referral
824,customer00824@example.com,Bangkok,2024-07-20,ads
825,customer00825@example.com,Bangkok,2024-07-20,ads
826,customer00826@example.com,Bangkok,2024-07-20,organic
827,customer00827@example.com,Chiang Mai,2024-07-20,organic
828,customer00828@example.com,Chon Buri,2024-07-20,organic
829,customer00829@example.com,Bangkok,2024-07-20,ads
830,customer00830@example.com,Chiang Mai,2024-07-20,ads
831,customer00831@example.com,BANGKOK,2024-07-20,organic
832,customer00832@example.com,Bangkok,2024/07/21,ads
833,customer00833@example.com,Bangkok,2024-07-21,referral
834,customer00834@example.com,Nakhon Ratchasima,2024-07-21,ads
835,customer00835@example.com,Chon Buri,2024-07-21,ads
836,customer00836@example.com,Hat Yai,2024-07-22,organic
837,customer00837@example.com,Bangkok,2024-07-22,ads
838,customer00838@example.com,Bangkok,2024-07-22,organic
839,customer00839@example.com,Bangkok,22/07/2024,ads
840,customer00840@example.com,Khon Kaen,22/07/2024,ads
841,customer00841@example.com,Chon Buri,2024-07-22,ads
842,customer00842@example.com,Bangkok,2024-07-22,organic
843,customer00843@example.com,Bangkok,2024-07-23,referral
844,customer00844@example.com,Chon Buri,2024-07-23,ads
845,customer00845@example.com,Chiang Mai,2024-07-23,ads
846,customer00846@example.com,,2024-07-23,ads
847,customer00847@example.com,Nakhon Ratchasima,2024-07-24,ads
848,customer00848@example.com,Hat Yai,2024-07-24,referral
849,customer00849@example.com,Bangkok,2024-07-25,ads
850,customer00850@example.com,Hat Yai,2024-07-26,organic
851,customer00851@example.com,phuket,2024-07-26,organic
852,customer00852@example.com,Chon Buri,2024-07-26,ads
853,customer00853@example.com,Hat Yai,2024-07-26,referral
854,customer00854@example.com,Bangkok,2024-07-26,organic
855,customer00855@example.com,Khon Kaen,2024-07-26,organic
856,customer00856@example.com,Bangkok,2024-07-26,ads
857,customer00857@example.com,Chiang Mai,27/07/2024,ads
858,customer00858@example.com,Udon Thani,27/07/2024,organic
859,customer00859@example.com,Nakhon Ratchasima,2024-07-27,ads
860,customer00860@example.com,Bangkok,2024-07-27,referral
861,customer00861@example.com,Khon Kaen,2024-07-28,ads
862,,Bangkok,2024-07-28,organic
863,customer00863@example.com,Udon Thani,2024-07-28,ads
864,customer00864@example.com, Chon Buri ,2024-07-28,ads
865,customer00865@example.com,Khon Kaen,2024/07/28,ads
866,customer00866@example.com,Hat Yai,2024-07-28,organic
867,customer00867@example.com,Chiang Mai,2024-07-29,ads
868,customer00868@example.com,Chiang Mai,29/07/2024,organic
869,customer00869@example.com,Nakhon Ratchasima,2024-07-29,ads
870,customer00870@example.com,Nakhon Ratchasima,2024-07-29,organic
871,customer00871@example.com,Phuket,30/07/2024,referral
872,customer00872@example.com,Bangkok,2024-07-30,ads
873,customer00873@example.com,Bangkok,2024-07-30,organic
874,customer00874@example.com,Bangkok,2024-07-30,organic
875,customer00875@example.com,Udon Thani,2024-07-30,organic
876,customer00876@example.com,Hat Yai,2024-07-30,ads
877,customer00877@example.com,Bangkok,31/07/2024,ads
878,customer00878@example.com,Nakhon Ratchasima,2024-08-01,organic
879,customer00879@example.com,Bangkok,2024-08-01,organic
880,customer00880@example.com,Phuket,2024-08-01,organic
880,customer00880@example.com,Phuket,2024-08-01,organic
881,customer00881@example.com,Chiang Mai,2024-08-01,organic
882,customer00882@example.com,Udon Thani,01/08/2024,referral
883,customer00883@example.com,Bangkok,01/08/2024,organic
884,customer00884@example.com,Phuket,2024-08-02,ads
885,customer00885@example.com,Bangkok,2024-08-02,ads
886,customer00886@example.com,Nakhon Ratchasima,2024-08-03,organic
887,customer00887@example.com,Bangkok,2024-08-03,referral
888,customer00888@example.com,Nakhon Ratchasima,2024-08-03,organic
889,customer00889@example.com,Nakhon Ratchasima,2024-08-03,ads
890,customer00890@example.com,Chon Buri,2024-08-04,ads
891,customer00891@example.com,Nakhon Ratchasima,2024-08-04,ads
892,customer00892@example.com,Bangkok,2024-08-04,ads
893,customer00893@example.com,Chon Buri,2024-08-04,referral
894,customer00894@example.com,Phuket,2024-08-04,organic
895,customer00895@example.com,Bangkok,04/08/2024,organic
896,customer00896@example.com,Bangkok,2024-08-05,referral
897,customer00897@example.com,Bangkok,2024-08-05,organic
897,customer00897@example.com,Bangkok,2024-08-05,organic
898,customer00898@example.com,,2024-08-05,organic
899,customer00899@example.com, Bangkok ,2024-08-05,ads
900,customer00900@example.com,Phuket,2024-08-05,organic
901,customer00901@example.com,BANGKOK,2024-08-05,ads
902,customer00902@example.com,Bangkok,2024-08-05,ads
903,customer00903@example.com,Chon Buri,2024-08-06,ads
904,customer00904@example.com,Bangkok,2024-08-06,referral
905,customer00905@example.com, Bangkok ,2024-08-06,organic
906,customer00906@example.com,CHON BURI,2024-08-06,organic
907,customer00907@example.com,Phuket,2024/08/06,ads
908,customer00908@example.com,Bangkok,06/08/2024,ads
909,customer00909@example.com,Chon Buri,06/08/2024,referral
910,customer00910@example.com,Khon Kaen,2024/08/06,organic
911,customer00911@example.com,Khon Kaen,2024-08-06,ads
912,customer00912@example.com,Bangkok,2024-08-07,organic
913,customer00913@example.com,Bangkok,2024-08-07,organic
914,customer00914@example.com,Chiang Mai,2024-08-07,organic
915,customer00915@example.com,Bangkok,2024-08-08,ads
916,customer00916@example.com,Bangkok,2024/08/09,ads
917,customer00917@example.com,,2024-08-09,organic
918,customer00918@example.com,Udon Thani,2024/08/09,ads
919,customer00919@example.com,Chon Buri,2024/08/09,ads
920,customer00920@example.com,Bangkok,2024-08-09,ads
921,customer00921@example.com,Hat Yai,2024-08-09,organic
922,customer00922@example.com,Nakhon Ratchasima,2024/08/09,organic
923,customer00923@example.com,Chiang Mai,2024-08-09,organic
924,customer00924@example.com,Phuket,2024-08-10,organic
925,customer00925@example.com,Chon Buri,2024-08-10,organic
926,customer00926@example.com,Udon Thani,10/08/2024,referral
926,customer00926@example.com,Udon Thani,10/08/2024,referral
927,customer00927@example.com,Chon Buri,2024-08-11,referral
928,customer00928@example.com,Nakhon Ratchasima,2024-08-11,organic
929,,Bangkok,2024-08-11,organic
930,customer00930@example.com,Nakhon Ratchasima,11/08/2024,organic
931,customer00931@example.com,Bangkok,2024-08-12,organic
932,customer00932@example.com,,2024-08-12,referral
933,customer00933@example.com,Bangkok,2024-08-12,ads
934,customer00934@example.com,Bangkok,2024-08-12,organic
935,customer00935@example.com,Bangkok,12/08/2024,referral
936,customer00936@example.com,Bangkok,12/08/2024,referral
937,customer00937@example.com,Nakhon Ratchasima,2024-08-13,ads
938,customer00938@example.com,,2024-08-13,ads
939,customer00939@example.com,Nakhon Ratchasima,2024-08-13,ads
939,customer00939@example.com,Nakhon Ratchasima,2024-08-13,ads
940,customer00940@example.com,Hat Yai,2024-08-13,referral
941,customer00941@example.com,Khon Kaen,2024-08-13,ads
942,customer00942@example.com,Bangkok,14/08/2024,organic
942,customer00942@example.com,Bangkok,14/08/2024,organic
943,customer00943@example.com,Phuket,2024-08-14,ads
944,customer00944@example.com,Bangkok,14/08/2024,organic
945,customer00945@example.com,Bangkok,2024-08-14,organic
946,customer00946@example.com, Chiang Mai ,14/08/2024,organic
947,customer00947@example.com,Nakhon Ratchasima,2024-08-15,organic
948,customer00948@example.com,Chiang Mai,2024-08-15,ads
949,customer00949@example.com,Khon Kaen,2024-08-15,ads
950,customer00950@example.com,Bangkok,15/08/2024,organic
951,customer00951@example.com,Bangkok,2024-08-16,referral
952,customer00952@example.com,Bangkok,2024-08-17,ads
953,customer00953@example.com,Nakhon Ratchasima,17/08/2024,ads
954,customer00954@example.com,Bangkok,2024-08-18,referral
955,customer00955@example.com,Nakhon Ratchasima,2024-08-18,organic
956,customer00956@example.com,Chiang Mai,2024-08-18,ads
957,,Bangkok,2024-08-18,ads
958,customer00958@example.com,Nakhon Ratchasima,2024-08-18,ads
959,customer00959@example.com,Bangkok,2024/08/19,organic
960,customer00960@example.com,khon kaen,2024-08-19,organic
961,customer00961@example.com,Bangkok,2024-08-19,organic
962,customer00962@example.com,,2024-08-19,referral
963,customer00963@example.com,,2024-08-19,ads
964,customer00964@example.com,bangkok,20/08/2024,organic
965,customer00965@example.com,,2024/08/20,ads
966,customer00966@example.com,Bangkok,2024-08-20,organic
967,customer00967@example.com,Phuket,2024-08-20,ads
967,customer00967@example.com,Phuket,2024-08-20,ads
968,customer00968@example.com,,2024-08-20,organic
969,customer00969@example.com,CHON BURI,2024-08-20,organic
970,customer00970@example.com,Chon Buri,2024-08-20,organic
971,customer00971@example.com,Bangkok,20/08/2024,organic
972,customer00972@example.com,CHON BURI,2024/08/21,ads
973,customer00973@example.com,Bangkok,2024-08-21,organic
974,customer00974@example.com,,2024/08/21,referral
975,customer00975@example.com,Chiang Mai,2024-08-21,organic
976,customer00976@example.com,Bangkok,2024-08-21,ads
977,customer00977@example.com,,2024-08-21,ads
978,customer00978@example.com,Khon Kaen,22/08/2024,ads
979,customer00979@example.com,Chon Buri,2024-08-22,organic
980,customer00980@example.com,Chon Buri,22/08/2024,organic
981,customer00981@example.com,chon buri,2024/08/22,ads
982,customer00982@example.com,Bangkok,2024-08-22,organic
983,customer00983@example.com,Hat Yai,2024-08-23,organic
984,customer00984@example.com,CHIANG MAI,2024-08-23,ads
985,customer00985@example.com,Bangkok,2024-08-23,ads
986,customer00986@example.com,Udon Thani,2024-08-23,organic
987,customer00987@example.com,Bangkok,23/08/2024,organic
988,customer00988@example.com,Nakhon Ratchasima,2024-08-24,ads
989,customer00989@example.com,bangkok,2024/08/24,organic
990,customer00990@example.com,Bangkok,24/08/2024,organic
991,customer00991@example.com,Bangkok,2024-08-24,organic
992,customer00992@example.com,Udon Thani,25/08/2024,organic
993,customer00993@example.com,Bangkok,2024/08/25,organic
994,customer00994@example.com,Bangkok,2024/08/25,organic
995,customer00995@example.com,Bangkok,2024-08-25,ads
996,customer00996@example.com,Hat Yai,2024-08-25,organic
996,customer00996@example.com,Hat Yai,2024-08-25,organic
997,customer00997@example.com,Bangkok,2024-08-25,organic
998,customer00998@example.com,Phuket,2024-08-26,ads
999,customer00999@example.com,Phuket,2024-08-26,organic
1000,,,26/08/2024,organic
1001,customer01001@example.com,Bangkok,2024-08-26,organic
1002,customer01002@example.com,Bangkok,2024-08-26,organic
1003,customer01003@example.com,Hat Yai,2024-08-27,ads
1004,customer01004@example.com,Bangkok,27/08/2024,organic
1005,customer01005@example.com,Khon Kaen,2024-08-27,organic
1006,customer01006@example.com,,2024-08-27,ads
1007,,Bangkok,2024-08-28,organic
1008,customer01008@example.com,,2024-08-28,organic
1009,customer01009@example.com,Udon Thani,2024/08/29,organic
1010,customer01010@example.com,Bangkok,2024/08/29,organic
1011,customer01011@example.com,,2024-08-29,referral
1012,customer01012@example.com,Chon Buri,2024-08-29,ads
1013,customer01013@example.com,bangkok,2024-08-29,ads
1014,customer01014@example.com,Nakhon Ratchasima,2024-08-30,referral
1015,customer01015@example.com,Nakhon Ratchasima,2024-08-30,referral
1016,customer01016@example.com,Hat Yai,2024-08-30,organic
1017,customer01017@example.com,Bangkok,2024-08-30,ads
1018,,Bangkok,31/08/2024,organic
1019,customer01019@example.com,Bangkok,2024-08-31,ads
1020,customer01020@example.com,Chon Buri,2024-08-31,ads
1021,customer01021@example.com,Bangkok,2024-08-31,referral
1022,customer01022@example.com,Udon Thani,31/08/2024,organic
1023,customer01023@example.com,Bangkok,2024-08-31,ads
1024,customer01024@example.com,Bangkok,2024-09-01,ads
1025,customer01025@example.com,Bangkok,2024-09-01,referral
1026,customer01026@example.com,Hat Yai,2024-09-01,organic
1027,customer01027@example.com,Chon Buri,01/09/2024,referral
1028,customer01028@example.com,Khon Kaen,2024-09-01,ads
1029,customer01029@example.com,,2024-09-01,organic
1030,customer01030@example.com,Nakhon Ratchasima,2024/09/02,ads
1031,customer01031@example.com,Bangkok,2024-09-02,organic
1032,customer01032@example.com,Hat Yai,2024-09-02,ads
1033,customer01033@example.com,Bangkok,2024-09-02,referral
1034,customer01034@example.com,Bangkok,2024/09/02,organic
1035,customer01035@example.com,Bangkok,2024-09-03,organic
1036,customer01036@example.com,Nakhon Ratchasima,2024-09-03,organic
1037,customer01037@example.com,Bangkok,2024-09-03,organic
1038,customer01038@example.com,Khon Kaen,2024-09-04,organic
1039,customer01039@example.com,Phuket,2024-09-04,organic
1040,customer01040@example.com,Phuket,2024-09-04,ads
1041,customer01041@example.com,Udon Thani,2024-09-05,ads
1042,customer01042@example.com,nakhon ratchasima,2024-09-05,organic
1043,customer01043@example.com,phuket,05/09/2024,referral
1044,customer01044@example.com,Chiang Mai,05/09/2024,ads
1045,customer01045@example.com,Phuket,2024-09-05,organic
1046,customer01046@example.com,Phuket,2024-09-06,ads
1047,customer01047@example.com,Nakhon Ratchasima,2024/09/06,ads
1048,customer01048@example.com,Bangkok,2024-09-06,organic
1049,customer01049@example.com,Bangkok,2024-09-06,ads
1050,,Chiang Mai,06/09/2024,organic
1051,customer01051@example.com, Bangkok ,2024-09-07,referral
1052,customer01052@example.com,BANGKOK,2024-09-08,organic
1053,customer01053@example.com,Chiang Mai,2024-09-08,ads
1054,,Bangkok,2024-09-08,organic
1055,customer01055@example.com,Nakhon Ratchasima,08/09/2024,organic
1056,customer01056@example.com,Chon Buri,2024-09-09,ads
1057,customer01057@example.com,Bangkok,2024-09-09,ads
1058,customer01058@example.com,Nakhon Ratchasima,09/09/2024,organic
1059,customer01059@example.com,Bangkok,2024-09-09,ads
1060,customer01060@example.com,bangkok,2024-09-09,organic
1061,customer01061@example.com,Hat Yai,2024-09-10,ads
1062,customer01062@example.com,Bangkok,10/09/2024,ads
1063,customer01063@example.com,Bangkok,10/09/2024,organic
1063,customer01063@example.com,Bangkok,10/09/2024,organic
1064,customer01064@example.com,Chiang Mai,2024-09-10,organic
1065,customer01065@example.com,Bangkok,10/09/2024,ads
1066,,BANGKOK,11/09/2024,organic
1067,customer01067@example.com,Bangkok,2024-09-11,referral
1068,customer01068@example.com,Bangkok,2024-09-11,organic
1069,customer01069@example.com,Bangkok,2024-09-11,organic
1070,customer01070@example.com,Udon Thani,2024-09-11,organic
1071,customer01071@example.com,Bangkok,2024-09-11,ads
1072,customer01072@example.com,Bangkok,2024-09-11,organic
1073,customer01073@example.com,Bangkok,2024-09-12,organic
1074,,Bangkok,2024-09-12,ads
1075,customer01075@example.com,Bangkok,12/09/2024,referral
1076,customer01076@example.com,Nakhon Ratchasima,2024-09-13,organic
1077,customer01077@example.com,Bangkok,2024-09-13,organic
1078,customer01078@example.com,Nakhon Ratchasima,2024/09/13,organic
1079,customer01079@example.com,Bangkok,2024-09-13,ads
1080,customer01080@example.com,chon buri,13/09/2024,organic
1081,customer01081@example.com,Chon Buri,2024-09-13,ads
1082,customer01082@example.com,Bangkok,2024-09-14,organic
1083,customer01083@example.com,Bangkok,2024-09-14,organic
1084,customer01084@example.com,Bangkok,2024-09-14,organic
1085,customer01085@example.com,Bangkok,14/09/2024,organic
1086,customer01086@example.com,Phuket,2024-09-14,ads
1087,customer01087@example.com,Khon Kaen,2024/09/15,organic
1088,customer01088@example.com,Chiang Mai,2024-09-15,organic
1089,customer01089@example.com,Bangkok,15/09/2024,referral
1090,customer01090@example.com,Nakhon Ratchasima,2024-09-15,organic
1091,customer01091@example.com,Bangkok,15/09/2024,ads
1092,,Udon Thani,15/09/2024,organic
1093,customer01093@example.com,Phuket,2024-09-15,organic
1094,customer01094@example.com,Chon Buri,2024-09-15,organic
1095,customer01095@example.com,Bangkok,2024-09-16,organic
1096,customer01096@example.com,Hat Yai,2024-09-16,ads
1097,customer01097@example.com,Khon Kaen,2024/09/16,referral
1098,customer01098@example.com,Bangkok,2024-09-16,organic
1099,customer01099@example.com,Udon Thani,16/09/2024,ads
1100,customer01100@example.com,Bangkok,2024-09-16,organic
1101,customer01101@example.com,,2024-09-16,organic
1102,customer01102@example.com,,2024-09-17,ads
1103,customer01103@example.com,Bangkok,17/09/2024,ads
1104,customer01104@example.com,Phuket,2024-09-17,organic
1105,customer01105@example.com,Bangkok,17/09/2024,organic
1106,customer01106@example.com,Bangkok,2024-09-17,referral
1107,customer01107@example.com,Khon Kaen,2024-09-17,organic
1108,customer01108@example.com,Phuket,17/09/2024,ads
1109,customer01109@example.com,Bangkok,2024-09-17,referral
1110,customer01110@example.com,Bangkok,2024-09-18,organic
1111,customer01111@example.com,Chiang Mai,2024-09-18,referral
1112,customer01112@example.com,Udon Thani,2024-09-18,ads
1113,customer01113@example.com,Bangkok,2024-09-18,ads
1114,customer01114@example.com,Bangkok,2024-09-19,ads
1115,customer01115@example.com,Nakhon Ratchasima,2024-09-19,referral
1116,customer01116@example.com,,2024-09-20,organic
1117,customer01117@example.com,Phuket,2024-09-20,ads
1118,customer01118@example.com,,2024-09-20,organic
1119,customer01119@example.com,Phuket,20/09/2024,ads
1120,customer01120@example.com,Bangkok,2024-09-20,ads
1121,customer01121@example.com,Nakhon Ratchasima,2024-09-20,ads
1122,customer01122@example.com,Phuket,20/09/2024,ads
1123,customer01123@example.com,Chiang Mai,2024-09-20,ads
1124,customer01124@example.com,Chiang Mai,2024-09-21,organic
1125,customer01125@example.com,Hat Yai,2024-09-22,ads
1126,customer01126@example.com,Bangkok,2024-09-22,referral
1127,,Phuket,2024-09-22,organic
1128,customer01128@example.com,Nakhon Ratchasima,2024-09-23,organic
1129,customer01129@example.com, Bangkok ,2024/09/23,ads
1130,customer01130@example.com,Bangkok,24/09/2024,organic
1131,customer01131@example.com,Phuket,2024-09-24,organic
1132,customer01132@example.com,Hat Yai,2024/09/24,organic
1132,customer01132@example.com,Hat Yai,2024/09/24,organic
1133,customer01133@example.com,,2024-09-24,referral
1134,customer01134@example.com,Nakhon Ratchasima,24/09/2024,ads
1135,customer01135@example.com,Chon Buri,2024-09-24,organic
1136,customer01136@example.com,Nakhon Ratchasima,2024-09-25,organic
1137,customer01137@example.com,Hat Yai,2024-09-25,ads
1138,customer01138@example.com,Hat Yai,2024-09-25,ads
1139,customer01139@example.com,Bangkok,2024-09-25,organic
1140,customer01140@example.com,Chiang Mai,2024-09-25,organic
1141,customer01141@example.com, Nakhon Ratchasima ,2024-09-25,ads
1142,customer01142@example.com,Udon Thani,2024-09-25,organic
1143,customer01143@example.com,Bangkok,2024-09-25,ads
1144,customer01144@example.com,Bangkok,26/09/2024,ads
1145,customer01145@example.com,Bangkok,2024-09-26,referral
1146,customer01146@example.com,Bangkok,2024-09-27,ads
1147,customer01147@example.com,Phuket,27/09/2024,ads
1148,customer01148@example.com,Hat Yai,2024-09-27,organic
1149,customer01149@example.com,Chon Buri,2024-09-27,ads
1150,customer01150@example.com,Bangkok,2024-09-28,ads
1150,customer01150@example.com,Bangkok,2024-09-28,ads
1151,customer01151@example.com,Bangkok,28/09/2024,organic
1152,customer01152@example.com,Bangkok,2024-09-28,organic
1153,customer01153@example.com,Bangkok,2024-09-28,referral
1154,customer01154@example.com,Nakhon Ratchasima,2024-09-28,organic
1155,customer01155@example.com,Bangkok,28/09/2024,organic
1156,customer01156@example.com,Phuket,28/09/2024,ads
1157,customer01157@example.com,Chon Buri,29/09/2024,organic
1158,customer01158@example.com,Bangkok,2024-09-29,organic
1159,customer01159@example.com,Chon Buri,2024-09-30,organic
1160,customer01160@example.com,Khon Kaen,2024/09/30,organic
1161,customer01161@example.com,Udon Thani,2024-09-30,ads
1162,customer01162@example.com,Phuket,2024-10-01,organic
1163,customer01163@example.com,Khon Kaen,2024-10-01,ads
1164,customer01164@example.com,Udon Thani,2024-10-01,organic
1165,customer01165@example.com,Bangkok,02/10/2024,organic
1166,customer01166@example.com,Bangkok,2024-10-02,ads
1166,customer01166@example.com,Bangkok,2024-10-02,ads
1167,customer01167@example.com,Bangkok,2024-10-02,organic
1168,customer01168@example.com,Bangkok,2024/10/03,referral
1169,customer01169@example.com,Udon Thani,2024/10/03,organic
1170,customer01170@example.com,Bangkok,03/10/2024,organic
1171,customer01171@example.com,Hat Yai,2024-10-04,organic
1172,customer01172@example.com,Nakhon Ratchasima,2024-10-04,ads
1173,customer01173@example.com,CHON BURI,04/10/2024,ads
1174,customer01174@example.com,bangkok,2024-10-04,ads
1175,customer01175@example.com,Bangkok,2024-10-05,referral
1176,customer01176@example.com,,2024-10-05,organic
1176,customer01176@example.com,,2024-10-05,organic
1177,customer01177@example.com,Nakhon Ratchasima,2024-10-05,referral
1178,customer01178@example.com,Bangkok,2024-10-06,organic
1179,customer01179@example.com,Chiang Mai,2024-10-06,organic
1180,customer01180@example.com,Udon Thani,2024-10-07,ads
1181,customer01181@example.com,Phuket,2024-10-07,ads
1182,customer01182@example.com,Chon Buri,2024/10/07,organic
1183,customer01183@example.com,Bangkok,2024-10-07,ads
1184,customer01184@example.com,Phuket,2024-10-07,ads
1185,customer01185@example.com,,08/10/2024,referral
1186,customer01186@example.com,Bangkok,2024-10-08,ads
1187,customer01187@example.com,Chon Buri,2024-10-08,ads
1188,customer01188@example.com,Phuket,2024-10-08,organic
1189,customer01189@example.com,Chon Buri,2024-10-08,organic
1190,customer01190@example.com,Chiang Mai,08/10/2024,organic
1191,customer01191@example.com,Hat Yai,2024-10-09,organic
1192,customer01192@example.com,Hat Yai,2024-10-09,organic
1193,customer01193@example.com,Nakhon Ratchasima,2024-10-09,referral
1194,customer01194@example.com,Bangkok,10/10/2024,organic
1195,customer01195@example.com,Nakhon Ratchasima,2024-10-10,organic
1196,customer01196@example.com, Hat Yai ,2024-10-10,organic
1197,customer01197@example.com,Bangkok,2024-10-10,referral
1198,customer01198@example.com,Khon Kaen,2024-10-11,organic
1199,customer01199@example.com,Chiang Mai,2024-10-11,referral
1200,customer01200@example.com,Bangkok,2024-10-11,organic
1201,customer01201@example.com,Bangkok,2024-10-11,ads
1202,customer01202@example.com,Chon Buri,2024-10-11,organic
1202,customer01202@example.com,Chon Buri,2024-10-11,organic
1203,customer01203@example.com,Bangkok,11/10/2024,ads
1204,customer01204@example.com,Bangkok,12/10/2024,organic
1205,customer01205@example.com,Phuket,12/10/2024,referral
1206,customer01206@example.com,Bangkok,2024-10-12,organic
1207,,Chiang Mai,2024-10-13,referral
1208,customer01208@example.com,Udon Thani,2024-10-13,organic
1208,customer01208@example.com,Udon Thani,2024-10-13,organic
1209,customer01209@example.com,Chiang Mai,2024-10-13,organic
1210,customer01210@example.com,Bangkok,2024/10/13,referral
1211,customer01211@example.com,Bangkok,2024-10-14,referral
1212,customer01212@example.com,chiang mai,2024-10-14,organic
1213,customer01213@example.com,Chon Buri,2024-10-14,organic
1214,customer01214@example.com,Hat Yai,2024-10-14,ads
1215,customer01215@example.com,Bangkok,2024/10/14,referral
1216,customer01216@example.com,Nakhon Ratchasima,2024-10-14,ads
1217,,Chiang Mai,2024-10-14,organic
1218,customer01218@example.com,Khon Kaen,15/10/2024,organic
1219,customer01219@example.com,Nakhon Ratchasima,2024-10-15,organic
1220,customer01220@example.com,Udon Thani,2024-10-15,ads
1221,customer01221@example.com,Hat Yai,2024-10-15,organic
1222,customer01222@example.com,UDON THANI,2024-10-16,organic
1223,customer01223@example.com,Chon Buri,2024-10-16,referral
1224,customer01224@example.com,Chon Buri,17/10/2024,ads
1225,customer01225@example.com,Chon Buri,2024/10/17,organic
1226,customer01226@example.com,Khon Kaen,2024/10/17,ads
1227,,Bangkok,2024-10-18,referral
1228,customer01228@example.com,Chiang Mai,2024-10-18,ads
1229,customer01229@example.com,bangkok,2024-10-18,ads
1230,customer01230@example.com,Chiang Mai,2024-10-18,ads
1231,customer01231@example.com,Udon Thani,2024-10-19,organic
1232,customer01232@example.com,Khon Kaen,2024/10/19,referral
1233,customer01233@example.com,Bangkok,19/10/2024,ads
1234,customer01234@example.com,Phuket,2024-10-20,ads
1235,customer01235@example.com,Udon Thani,2024-10-20,ads
1236,customer01236@example.com,Chiang Mai,20/10/2024,referral
1237,customer01237@example.com,Bangkok,21/10/2024,organic
1238,customer01238@example.com,Bangkok,2024-10-21,organic
1239,customer01239@example.com,Bangkok,2024-10-21,organic
1240,customer01240@example.com,Bangkok,2024-10-21,organic
1241,customer01241@example.com,Phuket,2024-10-21,organic
1242,customer01242@example.com,Bangkok,2024-10-21,ads
1243,customer01243@example.com,Chon Buri,2024/10/21,ads
1244,customer01244@example.com,Nakhon Ratchasima,2024-10-21,ads
1245,customer01245@example.com,Phuket,2024-10-21,organic
1246,customer01246@example.com,Udon Thani,2024-10-21,ads
1247,customer01247@example.com,Chiang Mai,2024-10-21,referral
1248,customer01248@example.com,Bangkok,2024/10/22,ads
1249,,Hat Yai,23/10/2024,organic
1250,customer01250@example.com,Chon Buri,2024-10-23,organic
1251,customer01251@example.com,Nakhon Ratchasima,2024-10-23,organic
1252,customer01252@example.com,Khon Kaen,2024-10-23,organic
1253,customer01253@example.com,Phuket,2024-10-24,organic
1254,customer01254@example.com,Chiang Mai,2024-10-24,organic
1255,customer01255@example.com,Khon Kaen,2024-10-24,organic
1256,customer01256@example.com,Udon Thani,2024-10-25,referral
1256,customer01256@example.com,Udon Thani,2024-10-25,referral
1257,customer01257@example.com,Khon Kaen,2024-10-25,referral
1258,customer01258@example.com,Nakhon Ratchasima,2024-10-25,organic
1259,customer01259@example.com,Udon Thani,2024-10-25,organic
1260,customer01260@example.com,Bangkok,2024-10-25,organic
1261,customer01261@example.com,Nakhon Ratchasima,2024-10-26,ads
1262,customer01262@example.com,Bangkok,2024-10-26,referral
1263,customer01263@example.com,Chiang Mai,26/10/2024,referral
1264,customer01264@example.com,Udon Thani,2024-10-26,ads
1265,customer01265@example.com,Chiang Mai,2024-10-26,organic
1266,customer01266@example.com,Nakhon Ratchasima,26/10/2024,referral
1267,customer01267@example.com,Bangkok,2024-10-26,organic
1268,customer01268@example.com,Phuket,2024-10-26,organic
1269,customer01269@example.com,Nakhon Ratchasima,2024-10-26,ads
1270,customer01270@example.com,Chon Buri,2024-10-26,referral
1271,customer01271@example.com,Bangkok,2024-10-26,ads
1272,customer01272@example.com,Chiang Mai,2024-10-26,organic
1273,,Bangkok,2024-10-26,ads
1274,customer01274@example.com,Hat Yai,2024-10-26,organic
1275,customer01275@example.com,Nakhon Ratchasima,2024-10-27,ads
1276,customer01276@example.com,Udon Thani,2024-10-27,organic
1277,customer01277@example.com,Nakhon Ratchasima,2024-10-27,referral
1278,customer01278@example.com,CHIANG MAI,27/10/2024,ads
1279,customer01279@example.com,Phuket,2024-10-28,organic
1280,customer01280@example.com,Nakhon Ratchasima,2024-10-28,organic
1281,customer01281@example.com,Bangkok,28/10/2024,organic
1281,customer01281@example.com,Bangkok,28/10/2024,organic
1282,customer01282@example.com,Bangkok,28/10/2024,organic
1282,customer01282@example.com,Bangkok,28/10/2024,organic
1283,customer01283@example.com,Nakhon Ratchasima,2024-10-29,organic
1284,,Bangkok,2024-10-29,organic
1285,customer01285@example.com,Khon Kaen,29/10/2024,referral
1286,customer01286@example.com,Chiang Mai,2024-10-30,ads
